year,make,model,trim,body,seats,msrp,fuel
2015,Cadillac,Escalade ESV,Luxury,SUV,7,78695,flex-fuel (unleaded/E85)
2015,Cadillac,Escalade ESV,Base,SUV,7,78570,flex-fuel (unleaded/E85)
2015,Cadillac,Escalade ESV,Base,SUV,7,77295,flex-fuel (unleaded/E85)
2015,Cadillac,Escalade ESV,Base,SUV,7,75970,flex-fuel (unleaded/E85)
2015,Cadillac,Escalade ESV,Base,SUV,7,74695,flex-fuel (unleaded/E85)
2015,Cadillac,Escalade ESV,Luxury,SUV,7,82570,flex-fuel (unleaded/E85)
2015,Cadillac,SRX,Premium,SUV,5,51730,regular unleaded
2015,Cadillac,SRX,Premium,SUV,5,48920,regular unleaded
2015,Cadillac,SRX,Performance,SUV,5,48840,regular unleaded
2015,Cadillac,SRX,Performance,SUV,5,46030,regular unleaded
2015,Cadillac,SRX,Luxury,SUV,5,46135,regular unleaded
2015,Cadillac,SRX,Luxury,SUV,5,43640,regular unleaded
2015,Cadillac,SRX,Standard,SUV,5,37605,regular unleaded
2015,Cadillac,XTS,Luxury,Sedan,5,51000,regular unleaded
2015,Cadillac,XTS,Platinum,Sedan,5,62015,regular unleaded
2015,Cadillac,XTS,Luxury,Sedan,5,49000,regular unleaded
2015,Cadillac,XTS,Base,Sedan,5,44660,regular unleaded
2015,Cadillac,XTS,Platinum,Sedan,5,64245,regular unleaded
2015,Cadillac,XTS,Premium,Sedan,5,54670,regular unleaded
2015,Cadillac,XTS,Premium,Sedan,5,56900,regular unleaded
2015,Cadillac,XTS,Vsport Platinum,Sedan,5,69785,premium unleaded (required)
2015,Cadillac,XTS,Vsport Premium,Sedan,5,62735,premium unleaded (required)
2015,Chevrolet,Camaro,LT,Convertible,4,35105,regular unleaded
2015,Chevrolet,Camaro,LS,Coupe,4,23705,regular unleaded
2015,Chevrolet,Camaro,LS,Coupe,4,25145,regular unleaded
2015,Chevrolet,Camaro,LT,Coupe,4,26005,regular unleaded
2015,Chevrolet,Camaro,LT,Coupe,4,29205,regular unleaded
2015,Chevrolet,Camaro,LT,Convertible,4,31205,regular unleaded
2015,Chevrolet,Camaro,SS,Coupe,4,33505,premium unleaded (recommended)
2015,Chevrolet,Camaro,SS,Convertible,4,39505,premium unleaded (recommended)
2015,Chevrolet,Camaro,SS,Convertible,4,42405,premium unleaded (recommended)
2015,Chevrolet,Camaro,Z/28,Coupe,4,72305,premium unleaded (required)
2015,Chevrolet,Camaro,ZL1,Coupe,4,55505,premium unleaded (required)
2015,Chevrolet,Camaro,SS,Coupe,4,37305,premium unleaded (recommended)
2015,Chevrolet,Camaro,ZL1,Convertible,4,60705,premium unleaded (required)
2015,Chevrolet,Captiva Sport,LTZ Fleet,SUV,5,29505,flex-fuel (unleaded/E85)
2015,Chevrolet,Captiva Sport,LS Fleet,SUV,5,24370,flex-fuel (unleaded/E85)
2015,Chevrolet,Captiva Sport,LS Fleet,SUV,5,25155,flex-fuel (unleaded/E85)
2015,Chevrolet,Captiva Sport,LT Fleet,SUV,5,25985,flex-fuel (unleaded/E85)
2015,Chevrolet,City Express,LT,Minivan,2,23515,regular unleaded
2015,Chevrolet,City Express,LS,Minivan,2,21955,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,34115,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Extended Cab),4,25170,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Crew Cab),5,32385,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Crew Cab),5,32085,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Crew Cab),5,28630,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Crew Cab),5,27110,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Extended Cab),4,21775,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Extended Cab),4,26885,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,24330,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,25850,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,29705,regular unleaded
2015,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,30005,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Extended Cab),4,27630,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Extended Cab),4,31555,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,29550,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,30785,regular unleaded
2015,Chevrolet,Colorado,Base,Truck (Extended Cab),2,20120,regular unleaded
2015,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,34415,regular unleaded
2015,Chevrolet,Colorado,LT,Truck (Extended Cab),4,29220,regular unleaded
2015,Chevrolet,Corvette,Z06,Convertible,2,83000,premium unleaded (required)
2015,Chevrolet,Corvette,Stingray,Convertible,2,59000,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray,Convertible,2,63160,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray,Convertible,2,68450,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray Z51,Convertible,2,64000,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray Z51,Convertible,2,68160,premium unleaded (recommended)
2015,Chevrolet,Corvette,Z06,Convertible,2,91650,premium unleaded (required)
2015,Chevrolet,Corvette,Z06,Convertible,2,86270,premium unleaded (required)
2015,Chevrolet,Corvette,Z06,Coupe,2,87650,premium unleaded (required)
2015,Chevrolet,Corvette,Z06,Coupe,2,82270,premium unleaded (required)
2015,Chevrolet,Corvette,Z06,Coupe,2,79000,premium unleaded (required)
2015,Chevrolet,Corvette,Stingray Z51,Convertible,2,73450,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray Z51,Coupe,2,69450,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray Z51,Coupe,2,64160,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray Z51,Coupe,2,60000,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray,Coupe,2,64450,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray,Coupe,2,59160,premium unleaded (recommended)
2015,Chevrolet,Corvette,Stingray,Coupe,2,55000,premium unleaded (recommended)
2015,Chevrolet,Cruze,Diesel,Sedan,5,25660,diesel fuel
2015,Chevrolet,Cruze,Eco,Sedan,5,20095,regular unleaded
2015,Chevrolet,Cruze,Eco,Sedan,5,21370,regular unleaded
2015,Chevrolet,Cruze,L,Sedan,5,16170,regular unleaded
2015,Chevrolet,Cruze,LS,Sedan,5,17745,regular unleaded
2015,Chevrolet,Cruze,LS,Sedan,5,18870,regular unleaded
2015,Chevrolet,Cruze,1LT,Sedan,5,19065,regular unleaded
2015,Chevrolet,Cruze,1LT,Sedan,5,20095,regular unleaded
2015,Chevrolet,Cruze,2LT,Sedan,5,23270,regular unleaded
2015,Chevrolet,Cruze,LTZ,Sedan,5,24270,regular unleaded
2015,Chevrolet,Equinox,LS,SUV,5,26270,regular unleaded
2015,Chevrolet,Equinox,LTZ,SUV,5,33670,regular unleaded
2015,Chevrolet,Equinox,LTZ,SUV,5,31920,regular unleaded
2015,Chevrolet,Equinox,LT,SUV,5,28170,regular unleaded
2015,Chevrolet,Equinox,LT,SUV,5,27920,regular unleaded
2015,Chevrolet,Equinox,LT,SUV,5,26170,regular unleaded
2015,Chevrolet,Equinox,LT,SUV,5,29920,regular unleaded
2015,Chevrolet,Equinox,LS,SUV,5,24520,regular unleaded
2015,Chevrolet,Equinox,L,SUV,5,22120,regular unleaded
2015,Chevrolet,Express 2500,LT 2500,Van,12,34015,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 2500,LS 2500,Van,12,32190,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 2500,2500,Ext Van,2,43360,diesel fuel
2015,Chevrolet,Express 2500,2500,Van,2,41500,diesel fuel
2015,Chevrolet,Express 2500,2500,Ext Van,2,31415,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 2500,2500,Van,2,29555,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,LT 3500,Ext Van,12,49640,diesel fuel
2015,Chevrolet,Express 3500,LT 3500,Ext Van,12,36700,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,3500,Van,2,32875,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,3500,Ext Van,2,33760,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,3500,Van,2,44820,diesel fuel
2015,Chevrolet,Express 3500,3500,Ext Van,2,45705,diesel fuel
2015,Chevrolet,Express 3500,LS 3500,Van,12,34485,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,LS 3500,Ext Van,12,36355,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,LS 3500,Van,12,47425,diesel fuel
2015,Chevrolet,Express 3500,LS 3500,Ext Van,12,49295,diesel fuel
2015,Chevrolet,Express 3500,LT 3500,Van,12,35915,flex-fuel (unleaded/E85)
2015,Chevrolet,Express 3500,LT 3500,Van,12,48855,diesel fuel
2015,Chevrolet,Impala,LS Fleet,Sedan,5,37535,flex-fuel (unleaded/natural gas)
2015,Chevrolet,Impala,LS,Sedan,5,27060,regular unleaded
2015,Chevrolet,Impala,LT,Sedan,5,29310,regular unleaded
2015,Chevrolet,Impala,LT,Sedan,5,30285,flex-fuel (unleaded/E85)
2015,Chevrolet,Impala,LT,Sedan,5,40660,flex-fuel (unleaded/natural gas)
2015,Chevrolet,Impala,LTZ,Sedan,5,34465,regular unleaded
2015,Chevrolet,Impala,LS Fleet,Sedan,5,27060,regular unleaded
2015,Chevrolet,Impala,LTZ,Sedan,5,35440,flex-fuel (unleaded/E85)
2015,Chevrolet,Impala Limited,LTZ Fleet,Sedan,5,30535,flex-fuel (unleaded/E85)
2015,Chevrolet,Impala Limited,LT Fleet,Sedan,5,26840,flex-fuel (unleaded/E85)
2015,Chevrolet,Impala Limited,LS Fleet,Sedan,5,25830,flex-fuel (unleaded/E85)
2015,Chevrolet,Malibu,LTZ,Sedan,5,30355,premium unleaded (recommended)
2015,Chevrolet,Malibu,LTZ,Sedan,5,28195,regular unleaded
2015,Chevrolet,Malibu,LT,Sedan,5,27005,premium unleaded (recommended)
2015,Chevrolet,Malibu,LT,Sedan,5,25470,regular unleaded
2015,Chevrolet,Malibu,LT,Sedan,5,23610,regular unleaded
2015,Chevrolet,Malibu,LS,Sedan,5,22340,regular unleaded
2015,Chevrolet,Malibu,LS Fleet,Sedan,5,22340,regular unleaded
2015,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,42270,regular unleaded
2015,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,37045,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,41970,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Double Cab),6,43450,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Double Cab),6,40100,regular unleaded
2015,Chevrolet,Silverado 1500,LTZ,Truck (Double Cab),6,42760,regular unleaded
2015,Chevrolet,Silverado 1500,LTZ,Truck (Double Cab),6,39510,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Crew Cab),6,42310,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Crew Cab),6,42010,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Crew Cab),6,38635,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Crew Cab),6,38335,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,40620,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,40320,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,30345,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,45120,regular unleaded
2015,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,45420,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Crew Cab),6,42560,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Crew Cab),6,42860,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Crew Cab),6,45810,regular unleaded
2015,Chevrolet,Silverado 1500,Z71 LTZ,Truck (Crew Cab),6,46110,regular unleaded
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,26105,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,26495,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,37680,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,37380,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,34530,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,34230,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Double Cab),6,34110,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Double Cab),6,30130,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Regular Cab),3,32095,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Regular Cab),3,31625,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Crew Cab),6,39540,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,36745,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Crew Cab),6,36390,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Crew Cab),6,36090,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Double Cab),6,35920,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Double Cab),6,31940,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Regular Cab),3,32395,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Crew Cab),6,39240,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Regular Cab),3,28545,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LS,Truck (Regular Cab),3,28155,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,51150,regular unleaded
2015,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,50850,regular unleaded
2015,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,47875,regular unleaded
2015,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,47575,regular unleaded
2015,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,30045,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Double Cab),6,37730,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Double Cab),6,39420,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Double Cab),6,35870,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Regular Cab),3,31750,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Double Cab),6,34280,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Regular Cab),3,37125,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Regular Cab),3,36825,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Regular Cab),3,33340,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,Z71 LT,Truck (Regular Cab),3,33215,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Regular Cab),3,35435,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 1500,LT,Truck (Regular Cab),3,35135,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,47580,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,44625,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,44430,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,44685,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,39915,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,41390,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,41195,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,42890,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,42695,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,39545,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,39350,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Regular Cab),3,39900,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Regular Cab),3,36775,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,55875,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,55680,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,52725,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,52530,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,44490,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,46675,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,39720,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,36960,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,36765,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,38310,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,38115,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,35355,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Regular Cab),3,35935,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,47775,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,46870,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,49825,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,50020,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,35160,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Regular Cab),3,32980,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Double Cab),6,48865,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,46925,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Double Cab),6,48365,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Double Cab),6,45715,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Double Cab),6,45215,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,46660,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,45110,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,44915,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,43510,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,41960,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,41765,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,44730,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,43425,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,41530,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,40225,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,40905,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,39490,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,37780,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,36365,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,56080,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,54925,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,54730,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,52930,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,51775,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,51580,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,47120,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,38135,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,38665,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,40895,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,41090,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,41620,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,37000,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,36705,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,37115,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,36335,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,34160,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,33380,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,50270,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,51375,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,39955,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,39660,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,50075,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,48225,flex-fuel (unleaded/E85)
2015,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,37940,flex-fuel (unleaded/E85)
2015,Chevrolet,Sonic,LS,Sedan,5,14245,regular unleaded
2015,Chevrolet,Sonic,LTZ,Hatchback,5,18835,regular unleaded
2015,Chevrolet,Sonic,LTZ,Hatchback,5,20245,regular unleaded
2015,Chevrolet,Sonic,RS,Sedan,5,19945,regular unleaded
2015,Chevrolet,Sonic,RS,Sedan,5,21345,regular unleaded
2015,Chevrolet,Sonic,RS,Hatchback,5,20545,regular unleaded
2015,Chevrolet,Sonic,RS,Hatchback,5,21945,regular unleaded
2015,Chevrolet,Sonic,LTZ,Sedan,5,19680,regular unleaded
2015,Chevrolet,Sonic,LTZ,Sedan,5,18235,regular unleaded
2015,Chevrolet,Sonic,LS,Sedan,5,15495,regular unleaded
2015,Chevrolet,Sonic,LS,Hatchback,5,14845,regular unleaded
2015,Chevrolet,Sonic,LS,Hatchback,5,16095,regular unleaded
2015,Chevrolet,Sonic,LT,Sedan,5,15855,regular unleaded
2015,Chevrolet,Sonic,LT,Sedan,5,17245,regular unleaded
2015,Chevrolet,Sonic,LT,Hatchback,5,16455,regular unleaded
2015,Chevrolet,Sonic,LT,Hatchback,5,17845,regular unleaded
2015,Chevrolet,Spark,2LT,Hatchback,4,15440,regular unleaded
2015,Chevrolet,Spark,LS,Hatchback,4,12270,regular unleaded
2015,Chevrolet,Spark,LS,Hatchback,4,13580,regular unleaded
2015,Chevrolet,Spark,1LT,Hatchback,4,14040,regular unleaded
2015,Chevrolet,Spark,1LT,Hatchback,4,15095,regular unleaded
2015,Chevrolet,Spark,2LT,Hatchback,4,16535,regular unleaded
2015,Chevrolet,Spark EV,1LT,Hatchback,4,25170,electric
2015,Chevrolet,Spark EV,2LT,Hatchback,4,25560,electric
2015,Chevrolet,SS,Base,Sedan,5,45745,premium unleaded (recommended)
2015,Chevrolet,Suburban,LTZ,SUV,7,66785,flex-fuel (unleaded/E85)
2015,Chevrolet,Suburban,LTZ,SUV,7,63785,flex-fuel (unleaded/E85)
2015,Chevrolet,Suburban,LT,SUV,8,57205,flex-fuel (unleaded/E85)
2015,Chevrolet,Suburban,LT,SUV,8,54205,flex-fuel (unleaded/E85)
2015,Chevrolet,Suburban,LS,SUV,8,52000,flex-fuel (unleaded/E85)
2015,Chevrolet,Suburban,LS,SUV,8,49000,flex-fuel (unleaded/E85)
2015,Chevrolet,Tahoe,LS,SUV,8,46300,flex-fuel (unleaded/E85)
2015,Chevrolet,Tahoe,LS,SUV,8,49300,flex-fuel (unleaded/E85)
2015,Chevrolet,Tahoe,LT,SUV,8,51505,flex-fuel (unleaded/E85)
2015,Chevrolet,Tahoe,LT,SUV,8,54505,flex-fuel (unleaded/E85)
2015,Chevrolet,Tahoe,LTZ,SUV,7,61085,flex-fuel (unleaded/E85)
